collection,title,scielo_issn,publisher_name,current_status,subject_areas,mission
esp,FEM: Revista de la Fundación Educación Médica,2014-9832,"['Fundación Educación Médica y Viguera Editores, S.L.']",current,Health Sciences,"{'es': 'Publicar aquellos trabajos relacionados con la educación en las ciencias de la salud abarcando todos los niveles de la educación médica, desde el pregrado y postgrado hasta la formación continuada.<br/><br/>La revista FEM es una revista open Access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor,  siempre  que  se  cite  la  fuente  de  procedencia de los mismos y no existan fines lucrativos y/o comerciales.<br/>FEM no cobra  tasas por el envío de trabajos ni tampoco cuotas por la publicación de sus artículos.', 'pt': 'Publicar trabalhos relacionados com a educação em Ciências da Saúde, abarcando todos os níveis da educação médica, desde a graduação e pós-graduação até a formação continuada.', 'en': 'To publish works related to Health Sciences education including all the levels of medical education, from graduation, post-graduation to continued formation.'}"
esp,Ars Pharmaceutica (Internet),2340-9894,['Universidad de Granada'],current,Health Sciences,"{'es': 'La revista tiene como misión publicar trabajos originales, originales breves, artículos de revisión, notas clínicas, notas metodológicas, artículos especiales y cartas al director relacionados con cualquier aspecto de las Ciencias Farmacéuticas.<br/><br/>Ars Pharmaceutica (Internet) es una revista open Access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor,  de acuerdo con la definición BOAI de open access. La reutilización de los trabajos puede hacerse bajo los términos de la licencia CC BY-NC-SA 4.0.<br/><br/>Ars Pharmaceutica no cobra a los autores ninguna tasa por presentación/envío de manuscritos ni tampoco cuotas por la publicación de artículos.', 'pt': 'A missão da revista é publicar trabalhos originais, originais breves, artigos de revisão, notas clínicas, notas metodológicas, artigos especiais e cartas ao editor sobre qualquer aspecto de Ciências Farmacêuticas.<br/><br/>A seriada Ars Pharmaceutica está licenciada sob uma licença Creative Commons do tipo atribuição, não comercial, compartir igual (BY-NC-SA 4.0.).', 'en': 'The aim of the journal is to publish original, short original papers, review articles, clinical notes, methodological notes, special articles and letters to the editor concerning any aspect of Pharmaceutical Sciences.<br/>Ars Pharmaceutica (Internet) is an open access journal which means that all content is freely available without charge to the user or his/her institution. Users are allowed to read, download, copy, distribute, print, search, or link to the full texts of the articles on this journal without asking prior permission from the publisher or the author. This is in accordance with the BOAI definition of open access. It is published under a Creative Commons Attribution-NonCommercial-NoDerivs (CC BY-NC-SA 4.0) license. <br/><br/>Ars Pharmaceutica (Internet) does not have either article submission charges or  article processing charges (APCs).'}"
esp,Archivos de Zootecnia,0004-0592,['Universidad de Córdoba'],suspended,Health Sciences,"{'es': 'Archivos de Zootecnia es una revista científica internacional que tiene como finalidad difundir los resultados de la investigación sobre Producción Animal y áreas afines.<br/><br/>La revista Archivos de Zootecnia es una revista Open Access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor, de acuerdo con la definición BOAI de open access. La reutilización de los trabajos puede hacerse en los términos de la Licencia CC BY-SA. <br/><br/>Archivos de Zootecnia no cobra a los autores ninguna tasa por presentación/envío de manuscritos ni tampoco cuotas por la publicación de artículos.', 'pt': 'Archivos de Zootecnia e uma revista internacional de pesquisa que publica trabalhos originais e inéditos de pesquisa em tudo relacionado a produção animal.', 'en': 'Archivos de Zootecnia is an international scientific journal.iIts aim is to disseminate results from research into animal production and related areas.'}"
esp,Avances en Periodoncia e Implantología Oral,1699-6585,"['Ediciones Avances, S.L.']",deceased,Health Sciences,"{'es': 'La revista tiene como objetivo primordial colaborar en la difusión  del creciente número de proyectos de investigación y trabajos clínicos periodontales, que se realizan en nuestro país y en el mundo, escritos en español.<br/><br/>La revista Avances en Periodoncia e Implantología Oral es una revista open Access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor,  de acuerdo con la definición BOAI de open access.<br/><br/>La revista cobra a los autores una tasa de 300-400 Euros en concepto de gastos de edición, maquetación e imprenta.', 'pt': 'A revista tem como objetivo colaborar principalmente na divulgação do número crescente de projetos de pesquisa e trabalhos clínicos periodontais, realizados em nosso país e no mundo e escritos em espanhol.', 'en': 'The journal aims primarily collaborate in disseminating the growing number of research projects and clinical periodontal papers, carried out in our country and the world and written in Spanish.'}"
esp,Revista Española de Nutrición Humana y Dietética,2174-5145,['Academia Española de Nutrición y Dietética'],current,Health Sciences,"{'es': 'La revista publica artículos científicos (artículos de investigación y de revisión) en nutrición clínica y hospitalaria, dietética aplicada y dietoterapia, nutrición comunitaria y salud pública, nutrición básica y aplicada, educación alimentaria y sanitaria, restauración colectiva, social y comercial, tecnología culinaria y gastronomía, bromatología, toxicología y seguridad alimentaria, cultura alimentaria, sociología y antropología de la alimentación, cooperación humanitaria y, en definitiva, todas las áreas de la nutrición humana y la dietética.', 'pt': 'A revista publica artigos científicos (artigos de pesquisa e avaliação) em nutrição clínica e hospitalar, dietética e uma dieta terapêutica aplicada, nutrição comunitária e de saúde pública, nutrição básica e aplicada, alimentação e educação em saúde, abastecimento coletivo, social e comercial, tecnologia gastronómica e gastronomia, ciência dos alimentos, toxicologia e segurança alimentar, cultura alimentar, sociologia e antropologia da alimentação, cooperação humanitária e, em última análise, todas as áreas de nutrição humana e dietética.', 'en': 'The journal publishes scientific articles (research articles and reviews) in clinical and hospital nutrition, dietetics and diet therapy applied, community nutrition and public health, basic and applied nutrition, food and health education, collective, social and commercial catering, culinary technology and gastronomy, food science, toxicology and food safety, food culture, sociology and anthropology of food, humanitarian cooperation and, ultimately, all areas of human nutrition and dietetics.'}"
esp,Revista de Psicología del Trabajo y de las Organizaciones,1576-5962,['Colegio Oficial de la Psicología de Madrid'],current,Health Sciences,"{'es': 'Contribuir a la publicación de trabajos, principalmente investigaciones empíricas y revisiones teóricas, de interés para los psicólogos, de todos los ámbitos de los que se denomina Psicología del Trabajo y las Organizaciones, Recursos Humanos, Comportamiento Organizacional, Psicología del Personal, así como aspectos conductuales, cognitivos y neurocientíficos de las relaciones laborales, ergonomía y factores humanos.', 'pt': 'Contribuir para a publicação de artigos, críticas, principalmente empíricos e teóricos de interesse para os psicólogos, em todas as áreas da psicologia chamado Trabalho e das Organizações, Recursos Humanos, Comportamento Organizacional, Psicologia pessoal e aspectos comportamentais , cognitiva e neurociência das relações laborais, ergonomia e fatores humanos.', 'en': 'To contribute to the publication of papers, featuring mainly empirical research and theoretical reviews, that are of interest to psychologists, and focusing on all areas of Psychology of Labor and Organizations, Human resources, organizational behavior, personnel psychology and also on all behavioral, cognitive and neuroscientifical aspects of labor relations, ergonomics and human factors.'}"
esp,The European Journal of Psychology Applied to Legal Context,1889-1861,['Sociedad Española de Psicología Jurídica y Forense; Colegio Oficial de la Psicología de Madrid'],current,Health Sciences,"{'es': 'The European Journal of Psychology Applied to Legal Context  publica artículos empíricos y revisiones meta-analíticas que abordan temáticas relacionadas con la psicología y la ley (por ejemplo, procesos de decisión judicial, testigos). La revista está dirigida a investigadores, académicos y profesionales de la Psicología, Derecho, Trabajo Social, Ciencias Forenses, Educadores y, en general, a aquellas personas relacionadas con las Ciencias Sociales y la Ley.', 'pt': 'The European Journal of Psychology Applied to Legal Context  publica artigos empíricos e meta-analiticas que abordam questões relacionadas com a psicologia e a lei (por exemplo, processos de tribunal, testemunhas) de clientes.  A revista é dirigida a pesquisadores, acadêmicos e profissionais de psicologia, direito, trabalho Social, ciência forense, educadores e, em geral, às pessoas relacionadas com as ciências sociais e direito.', 'en': 'The European Journal of Psychology Applied to Legal Context publishes empirical articles and meta-analytic reviews of topics dealing with psychology and law (e.g., legal decision making, eyewitness). The journal is aimed at researchers, academics and professionals in Psychology, Law, Social Work, Forensic Sciences, Educators and, in general, people related with Social Sciences and the Law.'}"
esp,Avances en Odontoestomatología,0213-1285,"['Ediciones Avances, S.L.']",current,Health Sciences,"{'es': 'El objetivo principal de la revista es colaborar en la difusión del creciente número de proyectos de investigación y trabajos clínicos estomatológicos, realizados en nuestro país y en el mundo, escritos en español.<br/><br/>La revista Avances en Odontoestomatología es una revista open Access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor,  de acuerdo con la definición BOAI de open access.<br/><br/>La revista cobra a los autores una tasa de 300-400 Euros en concepto de gastos de edición, maquetación e imprenta.', 'pt': 'O principal objetivo da revista é colaborar na divulgação do número crescente de pesquisas e trabalhos clínicos de estomatología, realizados em nosso país e no mundo e escritos em espanhol.', 'en': ""The journal's primary purpose is to collaborate in disseminating the growing number of research and clinical stomatologic papers, carried out in our country and the world and written in Spanish.""}"
esp,Cuadernos de Psicología del Deporte,1578-8423,['Universidad de Murcia'],current,Health Sciences,"{'es': 'Divulgar trabajos de carácter científico que contribuyan al progreso de la Psicología del Deporte, y cuya realización siga procesos metodológicos óptimos. Recoger trabajos de naturaleza en un principio tanto teórica como empírica, priorizando aquellos cuyas temáticas sean de actualidad y de relevancia científica, constituyendo la interdisciplinariedad uno de los objetivos de esta revista.<br/><br/>Cuadernos de Psicología del Deporte es una revista Open Access lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor, de acuerdo con la definición BOAI de open access. La reutilización de los trabajos puede hacerse según los términos que de la Licencia CC BY-NC-ND 3.0.', 'pt': 'Divulgar trabalhos científicos que contribuam para o avanço da Psicologia do Esporte, e cuja realização seguir processos metodológicos ideais. Coletar trabalhos de natureza teórica ou empírica, priorizando aqueles cujos temas são atuais e de relevância científica; interdisciplinar constitui um dos objectivos desta revista.', 'en': 'To disseminate scientific literature, performed under strict methodological conditions, that contributes to the improvement of Sports Psychology. It is aim to gather either empirical or theoretical papers, but it gives priority to those focused on the latest and more relevant scientific topics. Interdiciplinary is, in any case, one of the main goals of this journal.'}"
esp,Nutrición Hospitalaria,0212-1611,['Grupo Arán'],current,Health Sciences,"{'es': 'Publicar trabajos originales y cuanta información resulte pertinente sobre temas relacionados con el campo de la nutrición.<br/><br/>La revista Nutrición Hospitalaria es una revista open access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario individual y sin fines comerciales. Los usuarios individuales están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor, de acuerdo con la definición BOAI de open access.<br/>La reutilización de los trabajos puede hacerse siempre y cuando el trabajo no se altere en su integridad y sus autores sean adecuadamente referenciados o citados en sucesivos usos, y sin derecho a la producción de obras derivadas. La tasa por publicar es de 450 euros más impuestos.', 'pt': 'Publicar trabalhos originais e todas as informações pertinentes sobre temas relacionados com a área de nutrição.', 'en': 'To publish original papers and other relevant information on Nutrition topics.'}"
esp,Angiología,0003-3170,['Arán Ediciones S.L.'],current,Health Sciences,"{'pt': 'É uma revista dedicada ao estudo de doenças vasculares, incluindo todos os aspectos da medicina vascular, diagnóstico não invasivo, tratamento cirúrgico arterial tradicional e venoso, bem como minimamente invasivo e/ou endovascular.', 'en': 'It is a journal focused on the study of vascular diseases, including all aspects of vascular medicine, non-invasive diagnosis, traditional arterial and venous surgical treatment, as well as minimally invasive and/or endovascular.', 'es': 'Es una revista dedicada al estudio de las enfermedades vasculares, incluyendo todos los aspectos de la medicina vascular, el diagnóstico no invasivo, el tratamiento quirúrgico tradicional arterial y venoso, así como el mínimamente invasivo y/o endovascular.'}"
esp,Enfermería Nefrológica,2254-2884,['Sociedad Española de Enfermería Nefrológica'],current,Health Sciences,"{'en': 'To contribute to the dissemination of scientific knowledge that leads to provide the best care to renal patients.<br/>Enfermería Nefrológica is an open access journal which means that all content is freely available without charge to the user or his/her institution. Users are allowed to read, download, copy, distribute, print, search, or link to the full texts of the articles on this journal without asking prior permission from the publisher or the author. This is in accordance with the BOAI definition of open access. Its published under a Creative Commons BY-NC 4.0 license. <br/>Enfermería Nefrológica does not have either article submission charges or  article processing charges (APCs).', 'es': 'Contribuir a la difusión del conocimiento científico que redunda en el mejor cuidado del enfermo renal.<br/>Enfermería Nefrológica es una revista open Access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor,  de acuerdo con la definición BOAI de open access. La reutilización de los trabajos puede hacerse bajo los términos de la licencia CC BY-NC 4.0 bajo la que está publicada.<br/>Enfermería Nefrológica no cobra a los autores ninguna tasa por presentación/envío de manuscritos ni tampoco cuotas por la publicación de artículos.', 'pt': 'Contribuir para a difusão do conhecimento científico, que é o melhor atendimento dos pacientes renais.'}"
esp,Papeles del Psicólogo,0214-7823,['Consejo General de Colegios Oficiales de Psicólogos'],current,Health Sciences,"{'pt': 'O objetivo da revista é publicar resenhas, metanálises, soluções, descobertas, guias, experiências e métodos úteis para abordar problemas e dúvidas que surjam na prática profissional de qualquer área da Psicologia. Também é oferecido como um fórum para contrastar opiniões e promover o debate sobre abordagens ou questões controversas.<br/>A revista não cobra taxas pelo processamento e / ou publicação dos artigos; ao mesmo tempo, e considerando que todos os artigos publicados na revista também são oferecidos em versão eletrônica em inglês, os custos de tradução são custeados pela editora.', 'en': 'Its aims is to publish reviews, meta-analyzes, solutions, discoveries, guides, experiences and useful methods to address problems and issues arising in professional practice in any area of the Psychology. It is also provided as a forum for contrasting opinions and encouraging debate on controversial approaches or issues.<br/>The journal do not charge fees for the processing and / or publication of articles; At the same time, and bearing in mind that all the articles published in the magazine are also offered in electronic version in English, the translation costs are financed by the publisher.', 'es': 'El objetivo de la revista es publicar revisiones, meta-análisis, soluciones, descubrimientos, guías, experiencias y métodos de utilidad para abordar problemas y cuestiones que surgen en la práctica profesional de cualquier área de la Psicología. Se ofrece también como foro para contrastar opiniones y fomentar el debate sobre enfoques o cuestiones que suscitan controversia.<br/>La revista no cobra tasas por el procesamiento y/o la publicación de artículos; al mismo tiempo, y teniendo en cuenta que todos los artículos publicados en la revista se ofrecen también en versión electrónica en inglés, los costos de traducción son financiados por la editorial.'}"
esp,Gerokomos,1134-928X,['Sociedad Española de Enfermería Geriátrica y Gerontológica'],current,Health Sciences,"{'es': 'Publicar trabajos dirigidos al personal de enfermería dedicado a la gerontología y geriatría y otros profesionales implicados en la asistencia al anciano y en el cuidado de las heridas crónicas.<br/><br/>La revista Gerokomos es una revista open Access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor,  de acuerdo con la definición BOAI de open access. La reutilización de los trabajos puede hacerse en los términos que diga la licencia BY-NC-SA 4.0.', 'pt': 'Publicar artigos originais para profissionais de enfermagem  gerontológica e outros profissionais da atenção aos idosos e dos coidados de feridas crónicas.', 'en': 'To publish articles aimed at nursing staff carrying out geriatrics tasks and other professionals involved both in the care of the aged and in the treatment of chronic injuries.'}"
esp,Revista Clínica de Medicina de Familia,1699-695X,['Sociedad Española de Medicina de Familia y Comunitaria'],current,Health Sciences,"{'es': 'Divulgar artículos científicos sobre problemas clínicos entre los Médicos de Familia.<br/><br/>La revista Revista Clínica de Medicina de Familia es una revista open Access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor,  de acuerdo con la definición BOAI de open access. La reutilización de los trabajos puede hacerse bajo los términos de la licencia creativa commons BY-NC-ND 4.0.<br/>Revista Clínica de Medicina de Familia no cobra a los autores ninguna tasa por presentación/envío de manuscritos ni tampoco cuotas por la publicación de artículos.<br/>', 'pt': 'Divulgar artigos científicos sobre problemas clínicos entre médicos de família.', 'en': 'The dissemination of scientific articles on clinical problems among Family Physicians.<br/><br/>Revista Clínica de Medicina de Familia is an open access journal which means that all content is freely available without charge to the user or his/her institution. Users are allowed to read, download, copy, distribute, print, search, or link to the full texts of the articles on this journal without asking prior permission from the publisher or the author. This is in accordance with the BOAI definition of open access. Revista Clínica de Medicina de Familia is published under a Creative Commons Attribution-NonCommercial-NoDerivs license (CC BY-NC-ND 4.0).<br/>Revista Clínica de Medicina de Familia does not have either article submission charges or  article processing charges (APCs).'}"
esp,Nefrología (Madrid),0211-6995,['Sociedad Española de Nefrología'],suspended,Health Sciences,"{'es': 'La revista Nefrología es la publicación oficial de la Sociedad Española de Nefrología y difunde trabajos originales de investigación básica o clínica relacionados con el campo de la Nefrología, la diálisis, el trasplante renal o la hipertensión arterial.', 'pt': 'A revista Nefrologia é a publicação oficial da Sociedade Espanhola de Nefrologia e divulga trabalhos originais de pesquisa básica e clínica relacionados com a área de nefrologia, diálise, transplante renal ou hipertensão arterial.', 'en': ""Nefrología journal is the Spanish Society of Nephrology's official publication and aims to disseminate original papers featuring basic or clinical research on nephrology, dialysis, kidney transplantation and arterial hypertension.""}"
esp,Dynamis,0211-9536,['Universidad de Granada'],suspended,Health Sciences,"{'en': 'Dynamis is an international journal devoted to the history of medicine, health and science, that pays special attention to novel and interdisciplinary historiographic perspectives.<br/>Dynamis is an open access journal which means that all content is freely available without charge to the user or his/her institution. Users are allowed to read, download, copy, distribute, print, search, or link to the full texts of the articles on this journal without asking prior permission from the publisher or the author. This is in accordance with the BOAI definition of open access. Dynamis can be shared under a Creative Commons Attribution license (CC BY).<br/>Dynamis does not have either article submission charges or  article processing charges (APCs).<br/>', 'es': 'Dynamis es una revista internacional dedicada a la historia de la medicina, de la salud y de la ciencia que presta especial atención a perspectivas historiográficas novedosas e interdisciplinares.<br/><br/>Dynamis es una revista Open Access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor, de acuerdo con la definición BOAI de Open Access. La reutilización de los trabajos puede hacerse en los términos contemplados en la licencia CC BY.<br/><br/>Dynamis no cobra a los autores ninguna tasa por presentación / envío de manuscritos ni tampoco cuotas por la publicación de artículos.', 'pt': 'Dynamis é uma revista internacional dedicada à história da medicina, saúde e ciência que presta especial atenção às perspectivas historiográficas e interdisciplinar inovadoras.'}"
esp,Cuadernos de Medicina Forense,1135-7606,['Asociación de Médicos Forenses de Andalucía'],suspended,Health Sciences,"{'es': 'Publicar trabajos especializados en Medicina Legal y Forense, Bioética, Legislación y Jurisprudencia relacionada con la salud.', 'pt': 'Publicar trabalhos especializados em Medicina Legal, Bioética, Direito e Jurisprudência relacionada com a saúde.', 'en': 'To publish specialized papers on Forensic Medicine, Bioethics and health-related Law and Jurisprudence.'}"
esp,Revista Española de Enfermedades Digestivas,1130-0108,['Sociedad Española de Patología Digestiva'],current,Health Sciences,"{'es': 'Publicar trabajos de calidad revisados por pares, que consisten en investigaciones originales sobre la práctica clínica y la investigación en el área de la gastroenterología y la hepatología, así como sus técnicas afines. La REED cubre también los aspectos fisiopatológicos básicos y los nuevos avances tecnológicos en el campo de las enfermedades digestivas, los puntos de vista de académicos y profesionales destacados sobre los nuevos avances científicos y cuestiones sobre la práctica médica y los aspectos políticos y económicos que afectan a la atención de los pacientes con enfermedades digestivas. Los temas relacionados incluyen la bioquímica, medicina interna, oncología y cirugía digestiva.<br/><br/>La Revista Española de Enfermedades Digestivas (REED) es una revista open access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario individual y sin fines comerciales. Los usuarios individuales están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor, de acuerdo con la definición BOAI de open access.<br/>La reutilización de los trabajos puede hacerse siempre y cuando el trabajo no se altere en su integridad y sus autores sean adecuadamente referenciados o citados en sucesivos usos, y sin derecho a la producción de obras derivadas.<br/><br/>La Revista Española de Enfermedades Digestivas no cobra  tasas por el envío de trabajos,  ni tampoco cuotas  por la publicación de sus artículos.', 'pt': 'Publicar pesquisas originais peer-reviewed de qualidade sobre a prática clínica e de pesquisa na área de gastroenterologia e hepatologia, e suas técnicas afins. O REED também abrange a fisiopatologia básica e novos avanços tecnológicos na área de doenças do aparelho digestivo, as opiniões dos estudiosos e profissionais sobre as novas questões práticas médicas e científicas e os aspectos políticos e econômicos que afetam atendimento de pacientes com doenças do aparelho digestivo. Tópicos relacionados incluem, medicina interna bioquímica, oncologia e cirurgia gastrointestinal.', 'en': 'To publish high-quality peer-reviewed papers featuring original research on clinical practice, Gastroenterology and Hepatology, along with its related techniques. The journal also covers basic pathophysiological aspects and technological developments on digestive disease treatment, scholar and professional views on scientific development and medical practice issues and political and economic affairs regarding treatment of digestive disease patients. Related topics include Biochemistry, Internal Medicine, Oncology and Gastrointestinal Surgery.<br/>Revista Española de Enfermedades Digestiva does not have either article submission charges or  article processing charges (APCs).'}"
esp,Revista Andaluza de Medicina del Deporte,1888-7546,['Centro Andaluz de Medicina del Deporte'],suspended,Health Sciences,"{'es': 'La revista constituye un foro para los científicos, especialistas y profesionales, cuyas actividades están relacionadas con actividad física, deporte y salud. Debido a la naturaleza multidisciplinaria de esta área, la revista cubre diferentes disciplinas relacionadas con la Medicina del Deporte, lo que la convierte en una publicación de altísimo grado de interés para todos los profesionales relacionados con las Ciencias del Deporte.<br/><br/>La Revista Andaluza de Medicina del Deporte es una revista open Access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor,  de acuerdo con la definición BOAI de open access. La reutilización de los trabajos puede hacerse en los términos que diga la licencia BY-NC-ND 4.0. Esta revista no cobra tasas por publicación de artículos.', 'pt': 'A revista oferece um fórum para cientistas, especialistas e profissionais, cujas atividades estão relacionadas à atividade física, esporte e saúde. Devido à natureza multidisciplinar desta área, a revista abrange diferentes disciplinas de Medicina do Esporte, o que faz com que seja um alto grau de publicação de interesse para todos os profissionais envolvidos em Ciência do Esporte.', 'en': 'The journal provides a forum for scientists, especialists and professionals, whose activities are related to physical activity, sport and health. Due to multidisciplinary nature of this area, the journal covers different disciplines related to Sports Medicine, making it a publication of high degree of interest to all professionals involved in Sports Science.'}"
esp,Medicina y Seguridad del Trabajo,0465-546X,['Escuela Nacional de Medicina del Trabajo. Instituto de Salud Carlos III'],current,Health Sciences,"{'es': 'La revista de Medicina y Seguridad del Trabajo tiene como principal objetivo dar a conocer todos aquellos trabajos referentes a todos los aspectos de la Salud Laboral, Medicina del Trabajo, Prevención de Riesgos Laborales y Valoración de incapacidades redactados en español.<br/>La revista Medicina y Seguridad del Trabajo es una revista Open Access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor. La reutilización de los trabajos puede hacerse según los términos de la Licencia CC BY NC SA. La revista Medicina y Seguridad del Trabajo no cobra a los autores ninguna tasa por presentación o envío de manuscritos ni tampoco cuotas por la publicación de artículos.', 'pt': 'A revista Medicina y Seguridad del Trabajo tem como principal objetivo apresentar todos os trabalhos relativos a todos os aspectos de Saúde Ocupacional, Medicina do Trabalho, Segurança e Saúde Ocupacional escritos em espanhol.', 'en': 'Medicina y Seguridad del Trabajo has as its main objective to introduce to the public all Spanish language papers related to every aspect of Occupational Health, Occupational Hazard Prevention and Disability assessment.'}"
esp,Temperamentvm,1699-6011,['Fundación Index'],current,Health Sciences,"{'pt': 'É uma revista especializada que tem como missão divulgar o conhecimento sobre o passado da Enfermagem e a história do cuidado em uma perspectiva multifacetada, privilegiando abordagens da hermenêutica, da filosofia, da história das mentalidades e da divulgação de fontes documentais, entre outras.', 'en': 'It is a specialized journal whose mission is to disseminate knowledge about the past of Nursing and the history of care from a multifaceted perspective, privileging approaches from hermeneutics, philosophy, the history of mentalities and the dissemination of documentary sources, among other.', 'es': 'Es una revista especializada que tiene como misión divulgar conocimiento en torno al pasado de la Enfermería y la historia de los cuidados desde una perspectiva poliédrica, privilegiando abordajes desde la hermenéutica, la filosofía, la historia de las mentalidades y la difusión de las fuentes documentales, entre otras.'}"
esp,Revista Española de Salud Pública,1135-5727,['Ministerio de Sanidad'],current,Health Sciences,"{'es': 'Dar a conocer las investigaciones originales y los estudios técnicos del personal sanitario nacional, así como los trabajos y documentos de procedencia extranjera que fueran de interés para la Sanidad Nacional.<br/>La Revista Española de Salud Pública es una revista Open Access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor, de acuerdo con la definición BOAI de open access. La reutilización de los trabajos puede hacerse según los términos de la Licencia CC-BY-NC-ND bajo la que está publicada.<br/>La Revista Española de Salud Pública no cobra  tasas por el envío de trabajos, ni tampoco cuotas por la publicación de sus artículos<br/>', 'pt': 'Divulgar pesquisas originais e estudos técnicos dos profissionais de saúde pública do país, assim como trabalhos e documentos de procedência estrangeira que são de interesse para a Saúde Pública.', 'en': 'To publish original researches and technical studies carried out by the public health professionals of the country, as well as works and documents from foreigners which are of interest to the Public Health.'}"
esp,Ene,1988-348X,['Martín Rodríguez Álvaro'],current,Health Sciences,"{'es': 'La revista publica trabajos, casos clínicos, ensayos, entrevistas y demás artículos que contribuyan al desarrollo y avance de los conocimientos de la disciplina enfermera y a la formación continuada de sus pacientes.<br/><br/>La revista ENE es una revista open Access, lo que quiere decir que todo su contenido es accesible libremente sin cargo para el usuario o su institución. Los usuarios están autorizados a leer, descargar, copiar, distribuir, imprimir, buscar o enlazar a los textos completos de los artículos de esta revista sin permiso previo del editor o del autor,  de acuerdo con la definición BOAI de open access. La reutilización de los trabajos puede hacerse en los términos que diga la licencia BY-NC-SA 4.0. <br/><br/>Ene no cobra a los autores ninguna tasa por presentación/envio de manuscritos ni tampoco cuotas por la publicación de artículos.', 'pt': 'A revista publica artigos, casos clínicos, ensaios, entrevistas e outros trabalhos que contribuem para o desenvolvimento e avanço do conhecimento na disciplina de Enfermagem e da formação continuada dos profissionais.', 'en': 'The journal publishes papers, case studies, essays, interviews and other articles that contribute to the developmental and advancement of knowledge in the Nursing discipline and to the continuing education of its professionals.'}"
