collection,title,scielo_issn,publisher_name,current_status,subject_areas,mission
arg,Lilloa,2346-9641,['Fundación Miguel Lillo'],current,Agricultural Sciences,"{'es': 'Publicar trabajos originales sobre botánica, micología y ficología; incluidos temas ecológicos, anatómicos, fisiológicos, citológicos, genéticos, palinológicos, fitogeográficos, paleobotánicos y de botánica aplicada.', 'pt': 'Publicar artigos originais sobre botânica, micologia e ficologia, incluindo temas ecológicos, anatômicos, fisiológicos, citológicos, genéticos, palinológicos, fitogeográficos, paleobotânicos e de botânica aplicada.', 'en': 'To publish original articles in botany, mycology, phycology, including ecological, anatomical, physiological, cytological, genetic, palynological, phitogeographical, paleobotanical and applied botany issues.'}"
arg,Intersecciones en comunicación,2250-4184,"['Universidad Nacional del Centro de La Provincia de Buenos Aires, Facultad de Ciencias Sociales']",current,Applied Social Sciences,"{'es': 'Tiene como objetivo publicar trabajos originales sobre Comunicación Social, Ciencias de la Comunicación e información, Periodismo y disciplinas afines. El contenido publicado está dirigido a investigadores, docentes, estudiantes de grado y postgrado.', 'pt': 'Seu objetivo é publicar trabalhos originais nas áreas de Comunicação Social, Ciências da Comunicação e Informação, Jornalismo e disciplinas afins. O conteúdo publicado é direcionado a pesquisadores, professores, alunos de graduação e pós-graduação.', 'en': 'Its objective is to publish original works on Social Communication, Communication and Information Sciences, Journalism and related disciplines. The published content is aimed at researchers, teachers, undergraduate and graduate students.'}"
arg,Costos y gestión,2545-8329,['Instituto Argentino de Profesores Universitarios de Costos'],current,Applied Social Sciences,"{'es': 'Mantener como principal objetivo la difusión y enriquecimiento de la disciplina Costos, así como aquellas relacionadas por afinidad, con artículos inéditos, relevantes y de alta calidad, arbitrados anónimamente por pares académicos de reconocida trayectoria.', 'pt': 'Manter como principal objetivo a divulgação e o enriquecimento da disciplina Custos, bem como daqueles relacionados por afinidade, com artigos inéditos, relevantes e de alta qualidade, arbitrados anonimamente por pares acadêmicos de reconhecida trajetória.', 'en': 'Maintaining as its main objective the dissemination and enrichment of the Costs discipline, as well as those related by affinity, with unpublished, relevant and high quality articles, anonymously refereed by academic peers with recognized experience.'}"
arg,Interdisciplinaria,1668-7027,['Centro Interamericano de Investigaciones Psicológicas y Ciencias Afines (CIIPCA)'],deceased,Human Sciences,"{'es': 'Publicar artículos originales sobre psicología y ciencias afines.', 'pt': 'Publicar artigos originais sobre psicologia e ciências afims.', 'en': 'To publish original articles about psychology and related sciences.'}"
arg,La trama de la comunicación,1668-5628,['Universidad Nacional de Rosario. Facultad de Ciencia Política y Relaciones Internacionales. Escuela de Comunicación Social. Departamento de Ciencias de la Comunicación.'],deceased,Applied Social Sciences,"{'es': 'Difundir la producción teórica e investigativa en Ciencias de la Comunicación', 'pt': 'Difusão da produção teórica e de pesquisa em Ciências da Comunicação', 'en': 'Diffusion of the theoretical and research production in Communication Sciences'}"
arg,Papers in physics,1852-4249,['Papers in Physics'],deceased,"Engineering, Exact and Earth Sciences","{'es': 'Papers in Physics publica investigaciones originales en casi todas las áreas de la física y su interfaz con otras materias. El alcance incluye, pero no se limita a, física de partículas y campos, materia condensada, relatividad y gravitación, física nuclear, física de fluidos, física química, mecánica estadística, materia condensada blanda, ciencia de los materiales, física matemática y física general, biofísica. , econofísica. Las áreas de fundamentos de la física, historia de la física y enseñanza de la física quedan fuera del alcance.', 'pt': 'Papers in Physics publica pesquisas originais em quase todas as áreas da física e sua interface com outras disciplinas. O escopo inclui, mas não está limitado a, física de partículas e campos, matéria condensada, relatividade e gravitação, física nuclear, física de fluidos, física química, mecânica estatística, matéria condensada mole, ciência dos materiais, física matemática e física geral, biofísica , econofísica. As áreas de fundamentos da física, história da física e ensino de física estão fora do escopo.', 'en': 'Papers in Physics publishes original research in almost all areas of physics and its interface with other subjects. The scope includes, but is not limited to, physics of particles and fields, condensed matter, relativity and gravitation, nuclear physics, physics of fluids, chemical physics, statistical mechanics, soft condensed matter, materials science, mathematical physics and general physics, biophysics, econophysics. The areas of foundations of physics, history of physics and physics education are out of the scope.'}"
arg,Latin American journal of sedimentology and basin analysis,1851-4979,['Asociación Argentina de Sedimentología'],deceased,Exact and Earth Sciences,"{'es': 'Publicar contribuciones originales en todo lo referente a la sedimentología.', 'pt': 'Publicar contribuçôes originais em todos os aspectos da sedimentologia.', 'en': 'To publish original contributions dealing with all aspects of sedimentology.'}"
arg,Propuesta educativa,1995-7785,['Facultad Latinoamericana de Ciencias Sociales - Sede Académica Argentina'],deceased,Human Sciences,"{'es': 'Propuesta educativa es una publicación del Área de Educación de la FLACSO - Sede Argentina. Se trata de una revista académica que enfoca temas de interés para la educación, dirigida a investigadores, directivos, supervisores, docentes, profesores, estudiantes de grado y de posgrado. En ella se publican artículos inéditos de investigación y aportes a la discusión de problemas educativos en nuestro país, la región y el mundo.', 'pt': 'Proposta para a Educação é uma publicação do Departamento de Educação FLACSO - Sede da Argentina. Esta é uma revista acadêmica focando temas de interesse para a educação, para os pesquisadores, gerentes, supervisores, professores, professores, cursos de graduação e pós-graduação. Em seus artigos de pesquisa inéditos e contribuições para a discussão de problemas educacionais em nosso país, da região e do mundo são publicados.', 'en': 'Propuesta educativa is a publication of the Education Department of FLACSO - Argentina. It is an academic journal about educational topics, addressed to researchers, headmasters, supervisors, teachers and university students. The journal gathers unpublished articles about the newest research results and relevant educative subjects for our country and for the Latin-American context.'}"
arg,Avances del Cesor,2422-6580,['Unidad Ejecutora Investigaciones Socio-históricas Regionales (ISHIR) dependiente del Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET) y de la Universidad Nacional de Rosario (UNR)'],current,Applied Social Sciences,"{'es': 'Publicar artículos originales y de revisión, comunicaciones breves y reseñas bibliográficas referidos preferentemente a Historia Social e Historia Regional, aunque sin excluir otros campos tales como la Antropología, la Sociología o el Arte. Sus espacios de análisis abarcan  tanto el ámbito argentino como el latinoamericano y europeo alentando, así, los estudios en clave comparativa.', 'pt': 'Post artigos originais e de revisão, comunicações breves e resenhas de livros, preferencialmente relacionados à História Social e História Regional, sem excluir outras áreas, como a antropologia, a sociologia ou a arte. Suas áreas de análise incluem tanto o campo argentino como os estudos latino-americanos e europeus incentivando, assim, em chave comparativa.', 'en': 'To publish original articles, review articles brief communications and book reviews specially related to Regional History and Social History but without excluding other fields such as Anthropology, Sociology and Art. The journal includes texts about Argentine, Latin America and Europe. It encourages comparative studies.'}"
arg,A y P continuidad,2362-6097,['Universidad Nacional de Rosario'],current,Engineering,"{'es': 'Esta publicación se inscribe en la continuidad de los principales valores perseguidos y reconocidos por la tradicional revista de la Facultad de Planeamiento, Arquitectura y Diseño de la Universidad Nacional de Rosario cuyo primer número fuera publicado en 1963. Entre ellos, con su vocación de pensarse como una herramienta útil para la circulación de ideas y debates relacionados con las áreas disciplinares afines a la Arquitectura. El proyecto está dirigido a la comunidad universitaria, teniendo como punto de partida la producción intelectual y material de docentes e investigadores  de la disciplina alentando también abordajes interdisciplinares. El punto focal de la revista es el Proyecto de Arquitectura, dado su rol fundamental en la formación integral de la comunidad a la que se dirige esta publicación. Editada en formato papel y digital, se organiza a partir de números temáticos estructurados alrededor de las reflexiones realizadas por maestros modernos y contemporáneos con el fin de compartir un punto de inicio común para las propias reflexiones, conversaciones y ensayos de especialistas y material específico integrado por artículos originales e inéditos que conforman el dossier temático. La revista recibe artículos en español y publica versiones de los mismos en la lengua original del autor en su versión digital.', 'pt': 'Esta publicação faz parte da continuidade dos principais valores perseguidos e reconhecidos pela tradicional revista da Faculdade de Planejamento, Arquitetura e Design da Universidade Nacional de Rosário cujo primeiro número foi publicado em 1963. Entre eles, com sua vocação para pensa-se como uma ferramenta útil para a circulação de ideias e debates relacionados com áreas disciplinares relacionadas com a Arquitectura. O projeto é direcionado à comunidade universitária, tendo como ponto de partida a produção intelectual e material de professores e pesquisadores da disciplina, incentivando também abordagens interdisciplinares. O foco da revista é o Projeto de Arquitetura, dado o seu papel fundamental na formação integral da comunidade à qual esta publicação se dirige. Publicado em papel e em formato digital, organiza-se em torno de números temáticos estruturados em torno das reflexões de mestres modernos e contemporâneos, a fim de partilhar um ponto de partida comum para as próprias reflexões, conversas e ensaios de especialistas e material específico integrado por artigos originais e inéditos. que compõem o dossiê temático. A revista recebe artigos em espanhol e publica versões dos mesmos no idioma original do autor em sua versão digital.', 'en': 'It is grounded on the main acknowledged values pursued by the traditional journal of the Faculty of Planning, Architecture and Design of the National University of Rosario which was first published in 1963.  Being conceived as a useful means for the circulation of ideas and debates related to the architectural disciplinary field embodies one of these values. Given its starting point -the intellectual and material production of the teaching staff and researchers enabling both disciplinary and interdisciplinary approaches-, the project is targeted at the university community. The focus is on the Project of Architecture due to its key role in the comprehensive training of this community. It is structured on thematic issues dealing with the reflections of modern and contemporary masters which, in turn, lead to conversations, reflections and essays of specialists as well as the production of specific material giving raise to original and unpublished articles for each one of the dossiers.  The journal receives articles in Spanish but it also accepts other languages as original for the articles. In such cases, the author’s original version is published on line.'}"
arg,Quinto sol,1851-2879,['Instituto de Estudios Socio-Históricos. Facultad de Ciencias Humanas. Universidad Nacional de La Pampa'],current,Human Sciences,"{'es': 'Quinto Sol publica trabajos originales de investigación en historia y disciplinas sociales afines. Las temáticas que incluye se vinculan con aspectos sociales, culturales, económicos y políticos, entre los siglos XVIII y XX de Argentina y eventualmente, investigaciones que permitan comparar procesos de este país con el resto de América Latina. Se espera que los artículos constituyan un aporte a la disciplina y fomenten el debate entre los especialistas del campo.', 'pt': 'Pulblicar trabalhos originais sobre história regional (história indígena, colonial, rural, econômica e social, entre outras).', 'en': 'To publish original papers aboute Regional History (native, colonial, rural, econimic and social history, among others).'}"
arg,SaberEs,1852-4222,['Facultad de Ciencias Económicas y Estadística. Universidad Nacional de Rosario'],current,Applied Social Sciences,"{'es': 'SaberEs está destinada a difundir producción científica y tecnológica original en los campos de las disciplinas que integran las Ciencias Económicas (Administración, Contabilidad, Economía, Tributación, etc.) y la Estadística.', 'pt': 'SaberEs se destina a divulgar a produção científica e tecnológica originais nas áreas de disciplinas que integram Economics (Administração, Ciências Contábeis, Economia, Tributação, etc.) e as estatísticas.', 'en': 'SaberEs is intended to disseminate original scientific and technological production in the fields of Economics (Administration, Accounting, Economics, Taxation, etc.) and Statistics.'}"
arg,Revista de historia americana y argentina,2314-1549,"['Editorial de la Facultad de Filosofía y Letras-Universidad', 'Nacional de Cuyo']",current,Human Sciences,"{'es': 'La revista de Historia Americana y Argentina tiene como objetivo la difusión de artículos de investigación originales en el ámbito de la Historia americana, argentina y regional.', 'pt': 'O Revista de Historia Americana y Argentina tem como objetivo divulgar artigos originais de pesquisa no campo da história americana, Argentina e regional.', 'en': 'Revista de Historia Americana y Argentina is a journal that aims to diffusion of original research articles in the field of the history of American nations, of Argentina and the Argentina regions.'}"
arg,Folia Histórica del Nordeste,0325-8238,"['Instituto de Investigaciones Geohistóricas- Conicet', 'Instituto de Historia-Facultad de Humanidades-UNNE']",current,"Applied Social Sciences, Human Sciences","{'es': 'Publicar textos originales de ciencias humanas y sociales vinculadas  a estudios regionales.', 'pt': 'Para publicar textos originais de ciências humanas e sociais relacionadas com estudos regionais.', 'en': 'To publish original texts of human and social sciences linked to regional studies.'}"
arg,Revista Universitaria de Geografía,1852-4265,['Departamento de Geografía y Turismo. Universidad Nacional del Sur.'],current,Exact and Earth Sciences,"{'es': 'La Revista Universitaria de Geografía (RUG) es una publicación anual que tiene como finalidad difundir la producción científica referida a temáticas propias de la ciencia geográfica, abordadas desde diferentes enfoques teórico-metodológicos. Su propósito es difundir el conocimiento científico a través de artículos originales inéditos con evaluación doble ciega, aportes teórico-metodológicos, reseñas bibliográficas y de tesis de posgrado, notas críticas y entrevistas a geógrafos distinguidos. La publicación está dirigida a la comunidad científica, organismos gubernamentales, no gubernamentales y a la sociedad civil. Los trabajos podrán ser enviados y publicados en español, inglés, portugués o francés.', 'pt': 'A Revista Universitária de Geografia (RUG) é um periódico anual que tem a finalidade de divulgar a produção científica referente às temáticas próprias da ciência geográfica, abordadas desde diferentes focos teóricometodológicos. Seu propósito é difundir o conhecimento científico através de artigos originais inéditos com avaliação duplo-cega, aportes teórico-metodológicos, resenhas bibliográficas e teses de pós-graduação, notas críticas e entrevistas a geógrafos destacados. A publicação é dirigida à comunidade científica, a organismos governamentais, não governamentais e à sociedade cível. Os trabalhos poderão ser encaminhados e publicados em espanhol, inglês, português ou francês.', 'en': 'Revista Universitaria de Geografía (RUG) is an annual publication that aims at disseminating scientific output on geography science subjects which are discussed from different theoretical and methodological points of view. Its objective is to spread scientific knowledge through double-blinded reviewed unpublished original papers, theoretical and methodological contributions, bibliographical reviews, post-grade theses, critical notes, and interviews to distinguished geographers. The journal is intended for the scientific community, government and non-government agencies and public in general. Papers can be submitted in Spanish, English, Portuguese or French.'}"
arg,CELEHIS (Mar del Plata),2313-9463,['Universidad Nacional de Mar del Plata'],current,Human Sciences,"{'es': 'Publicar artículos originales sobre literatura argentina, española e hispanoamericana.', 'pt': 'Publicar artigos originais sobre Argentina, literatura espanhola e latino-americana.', 'en': 'Publish original articles on Argentina, Spanish and Latin American literature.'}"
arg,Revista de la Sociedad Entomológica Argentina,0373-5680,['Sociedad Entomológica Argentina'],current,Biological Sciences,"{'es': 'Publicar artículos originales en temas puramente entomológicos.', 'pt': 'Publicar artigos originais na área da entomologia.', 'en': 'To publish original articles about entomological topics purely.'}"
arg,Revista argentina de cardiología,1850-3748,['Sociedad Argentina de Cardiología'],current,Health Sciences,"{'es': 'Difundir artículos científicos originales de las distintas especialidades de la cardiología argentina.', 'pt': 'Publicar artigos originais sobre cardiología.', 'en': 'To publish original articles concerning cardiology.'}"
arg,El taco en la brea,2362-4191,['Ediciones UNL'],current,Human Sciences,"{'es': 'La misión de El taco en la brea es contribuir a la discusión y difusión de investigaciones científicas en el campo de la teoría y la crítica literarias, a través de la publicación de artículos originales e inéditos firmados autores argentinos y extranjeros (en español o portugués), reseñas bibliográficas y otras intervenciones relevantes. La revista está destinada a estudiantes, docentes e investigadores de las áreas mencionadas.', 'pt': 'A missão de El taco en la brea é contribuir para a discussão e divulgação da investigação científica no campo da teoria e crítica literária, através da publicação de artigos originais e inéditos assinados por autores argentinos e estrangeiros (em espanhol ou português). revisões bibliográficas e outras intervenções relevantes. A revista destina-se a estudantes, professores e investigadores das áreas acima mencionadas.', 'en': 'The mission of El taco en la brea is to contribute to the discussion and dissemination of scientific research in the field of literary theory and criticism, through the publication of original and unpublished articles signed by Argentine and foreign authors (in Spanish or Portuguese). , bibliographic reviews and other relevant interventions. The magazine is intended for students, teachers and researchers in the aforementioned areas.'}"
arg,Revista de la Asociación Argentina de Ortopedia y Traumatología,1852-7434,['Asociación Argentina de Ortopedia y Traumatología'],current,Health Sciences,"{'es': 'Publicar artículos originales sobre temas de ortopedia y traumatología.', 'pt': 'Publicar artigos originais sobre temas de ortopedia e traumatologia.', 'en': 'To publish original articles on Orthopaedics and Traumatology.'}"
arg,Revista Teología,2683-7307,['Pontificia Universidad Católica Argentina'],current,Human Sciences,"{'es': 'La revista Teología, que posee una trayectoria de 60 años, nació como publicación para dar cuenta de la investigación teológica. Su misión principal es ofrecer investigaciones que den cuenta de una reflexión teológica en clave interdisciplinar y atenta a los desafíos epocales', 'pt': 'A revista Teologia, com 60 anos de história, nasceu como uma publicação para informar sobre pesquisas teológicas. Sua principal missão é oferecer pesquisas que reflitam a reflexão teológica em chave interdisciplinar e atenta aos desafios da época.', 'en': 'Theology magazine, which has a history of 60 years, was born as a publication to report on theological research. Its main mission is to offer research that reflects theological reflection in an interdisciplinary key and attentive to the challenges of the time.'}"
arg,RIA. Revista de investigaciones agropecuarias,1669-2314,['Instituto Nacional de Tecnologia Agropecuaria (INTA)'],current,Agricultural Sciences,"{'es': 'RIA Tiene como misión publicar trabajos originales e inéditos de investigación científica, tecnología agropecuaria, agroalimentaria y forestal comprendidos en la cadena generada desde la producción primaria hasta su destino final, incluyendo los sectores de bienes y servicios, así como las investigaciones de las dinámicas sociales vinculadas al medio rural.', 'pt': 'RIA sua missão é publicar pesquisas originais e inéditos científica, tecnologia agrícola, agro-alimentar e florestal incluídas na cadeia gerada desde a produção primária até o destino final, incluindo os sectores de bens e serviços, bem como as investigações relacionadas com as dinâmicas sociais para as áreas rurais.', 'en': 'RIA its mission is to publish original and unpublished papers concerning scientific research, agricultural, agrifood and forestry technology in the chain from primary production to the final purpose of products, including the sectors of goods and services, as well as research on the social dinamics linked to the rural environment.'}"
arg,Nuevo Itinerario,1850-3578,['Universidad Nacional del Nordeste'],current,"Linguistics, Letters and Arts","{'es': 'Nuevo Itinerario conforma un espacio de difusión de los trabajos de investigadores/as regionales, nacionales e internacionales que profundizan en diferentes tópicos, abordándolos desde distintas perspectivas y corrientes filosóficas. Su objetivo fundamental es mantener la amplitud de miradas sobre temas que ocupan a los expertos, ya sea por sus intereses personales o disciplinares o bien por la demanda de las problemáticas que surgen dentro de nuestro contexto sociocultural y que ameritan su indagación inter y transdisciplinar.', 'pt': 'Nuevo Itinerario constitui um espaço de divulgação do trabalho de pesquisadores regionais, nacionais e internacionais que se aprofundam em diversos temas, abordando-os a partir de diferentes perspectivas e correntes filosóficas. O seu objetivo fundamental é manter uma perspectiva ampla sobre temas que preocupam os especialistas, seja pelos seus interesses pessoais ou disciplinares, seja pela procura de problemas que surgem no nosso contexto sociocultural e que merecem investigação inter e transdisciplinar.', 'en': 'Nuevo Itinerario forms a space for disseminating the work of regional, national and international researchers who delve into different topics, approaching them from different perspectives and philosophical currents. Its fundamental objective is to maintain a broad perspective on topics that concern experts, whether due to their personal or disciplinary interests or due to the demand for problems that arise within our sociocultural context and that merit inter- and transdisciplinary investigation.'}"
arg,Educación Física y Ciencia,2314-2561,"['Facultad de Humanidades y Ciencias de la Educación, Universidad Nacional de La Plata']",current,Human Sciences,"{'es': 'Tiene como objetivo publicar artículos, investigaciones y entrevistas para formalizar, en diversos patrones de escritura, distintas prácticas y saberes de la Educación Física. Abarca temas procedentes del área y de otras disciplinas afines, vinculadas con temas compartidos promoviendo enfoques transdisciplinarios. El proceso de evaluación de artículos es doble ciego con evaluador interno y externo.', 'pt': 'Todas as contribuições são submetidas a um sistema de avaliação de duplo cego (avaliadores externos).', 'en': 'Its objective is publishing articles, research and interviews to give proper form, through writing, to different practices and knowledge in Physical Education. This publication involves topics concerned with the field and other related disciplines, fostering interdisciplinary approaches. The double-blinded process of evaluation of the articles is carried out by an internal and an external evaluator.'}"
arg,Revista Electrónica de Derecho Internacional Contemporáneo,2618-303X,"['Universidad Nacional de La Plata, Facultad de Ciencias Jurídicas y Sociales', 'Instituto de Relaciones Internacionales']",current,Human Sciences,"{'es': 'Su objetivo es difundir producciones académicas nacionales e internacionales que aborden con una mirada contemporánea las distintas ramas y problemáticas del derecho internacional público.', 'pt': 'A Revista Eletrônica de Direito Internacional Contemporâneo (REDIC) é uma publicação eletrônica arbitrada, de frequência contínua, editada pelo Departamento de Direito Internacional do Instituto de Relações Internacionais da Universidade Nacional de La Plata. Seu objetivo é divulgar produções acadêmicas nacionais e internacionais que abordem os diferentes ramos e problemas do direito internacional público com perspectiva contemporânea.', 'en': 'Revista Electrónica de Derecho Internacional Contemporáneo (Redic) is an annual journal coordinated by the Department of International Law of the Instituto de Relaciones Internacionales (IRI) at Universidad Nacional de La Plata (UNLP). The journal’s purpose is to disseminate national and international academic contributions concerning the different issues and branches of International Law from a contemporary point of view.'}"
arg,Temas de historia argentina y americana,2618-1924,['Universidad Católica Argentina'],current,Human Sciences,"{'es': 'Temas de Historia Argentina y Americana es la publicación del Instituto de Historia Argentina y Americana (Departamento de Historia, Facultad de Ciencias Sociales, Universidad Católica Argentina), que ofrece a la comunidad académica colaboraciones inéditas y originales, tanto de sus miembros como de otros investigadores nacionales y extranjeros. Se busca proporcionar por este medio el crecimiento de la disciplina científica y un intercambio fructífero entre los especialistas. Nuestra área de referencia es la historia argentina y americana en sus diferentes períodos cronológicos y en los distintos aspectos como lo político, social, económico, religioso y cultural. El público destinado es el académico en general con interés en las ciencias humanas en particular.', 'pt': 'dfdfddh', 'en': 'Temas de Historia Argentina y Americana is the periodical publication of the Institute of Argentine and American History (Department of History, Faculty of Social Sciences, Universidad Católica Argentina), which offers the academic community unpublished and original collaborations, both from its members and from others. national and foreign researchers. It seeks to provide by this means the growth of the scientific discipline and a fruitful exchange between specialists. Our reference area is Argentine and American history in their different chronological periods and in different aspects such as political, social, economic, religious and cultural. The intended public is the academic in general with an interest in the human sciences in particular. Therefore, an open policy is maintained both in the reception of works and in their scientific communication and dissemination.'}"
arg,Hematología,2250-8309,['Sociedad Argentina de Hematología'],current,Health Sciences,"{'es': 'Hematología publica trabajos relacionados con la especialidad, siempre que se ajusten a los requerimientos científicos y técnicos establecidos por el Comité Editor. Se publican luego de su evaluación artículos originales de investigación científica, revisiones, de pediatría en hematología, de nuevas drogas en hematología, de laboratorio, casos clínicos e imágenes en hematología que no hayan sido publicados en otra revista o medios de divulgación.', 'pt': 'aaA', 'en': 'aAAASA'}"
arg,Revista Eurolatinoamericana de Derecho Administrativo,2362-583X,['Universidad Nacional del Litoral'],current,Human Sciences,"{'es': 'Su misión es publicar artículos científicos de excelencia sobre el Derecho Administrativo en los espacios europeos y latinoamericanos. Su línea editorial sigue las principales áreas desarrolladas por la Red, teniendo como eje central el estudio del Derecho Administrativo, especialmente en temas relacionados con la relación entre la Administración Pública y la globalización, la inclusión social, la lucha contra la corrupción, la contratación pública, los derechos fundamentales y el fenómeno de constitucionalización del derecho. Su objetivo es ser leída por profesores de derecho, investigadores y estudiantes de diferentes países interesados en Derecho Administrativo.', 'pt': 'A Revista Euro-Latino-Americana de Direito Administrativo é uma revista jurídica científica semestral, de acesso aberto, promovida pela Rede Euro-Latino-Americana de Ensino de Direito Administrativo - REDOEDA, formada por universidades da Argentina, Brasil, Colômbia, Costa Rica, Espanha, França. e Itália. Tem como missão publicar artigos científicos de excelência sobre Direito Administrativo nos espaços europeu e latino-americano. A sua linha editorial acompanha as principais áreas desenvolvidas pela Rede, tendo como eixo central o estudo do Direito Administrativo, especialmente sobre questões relacionadas com a relação entre a Administração Pública e a globalização, a inclusão social, o combate à corrupção, a contratação pública, os direitos fundamentais. e o fenômeno da constitucionalização do direito. Seu objetivo é ser lido por professores, pesquisadores e estudantes de Direito de diversos países interessados ??em Direito Administrativo.', 'en': 'The Euro-Latin American Journal of Administrative Law is a biannual, open access scientific legal journal promoted by the Euro-Latin American Teaching Network of Administrative Law - REDOEDA, made up of universities from Argentina, Brazil, Colombia, Costa Rica, Spain, France and Italy. Its mission is to publish excellent scientific articles on Administrative Law in European and Latin American spaces. Its editorial line follows the main areas developed by the Network, having as its central axis the study of Administrative Law, especially on issues related to the relationship between Public Administration and globalization, social inclusion, the fight against corruption, public contracting. , fundamental rights and the phenomenon of constitutionalization of law. Its objective is to be read by law professors, researchers and students from different countries interested in Administrative Law.'}"
arg,Revista de geología aplicada a la ingeniería y al ambiente,2422-5703,['Asociación Argentina de Geología Aplicada a la Ingeniería'],current,Exact and Earth Sciences,"{'es': 'La Revista de Geología Aplicada a la Ingeniería y al Ambiente tiene por objeto fomentar la publicación y difusión de artículos originales de calidad en todos los ámbitos propios, así como la difusión de noticias sobre eventos y publicaciones de interés en la temática. Está dirigida a científicos y a profesionales de la geología, de la ingeniería, de las ciencias ambientales y disciplinas afines, así como a estudiantes de grado y de posgrado de dichas especialidades.', 'pt': 'A Revista de Geologia Aplicada à Engenharia e ao Ambiente tem como objetivo promover a publicação e divulgação de artigos originais de qualidade em todas as suas áreas, bem como a divulgação de notícias sobre eventos e publicações de interesse na temática. Destina-se a cientistas e profissionais de geologia, engenharia, ciências ambientais e disciplinas afins, bem como estudantes de graduação e pós-graduação dessas especialidades.', 'en': 'The Journal of Geology Applied to Engineering and the Environment aims to promote the publication and dissemination of quality original articles in all its fields, as well as the dissemination of news about events and publications of interest in the subject. It is aimed at scientists and professionals in geology, engineering, environmental sciences and related disciplines, as well as undergraduate and graduate students in these specialties.'}"
arg,Estudios - Centro de Estudios Avanzados. Universidad Nacional de Córdoba,1852-1568,"['Centro de Estudios Avanzados, Universidad Nacional de Córdoba']",deceased,Human Sciences,"{'es': 'Publicar trabajos originales sobre Ciencias Sociales y Humanidades.', 'pt': 'Publicar trabalhos originais sobre Ciência Sociais e Humanidades.', 'en': 'To publish original papers about Social Sciences and Humanities.'}"
arg,Revista electrónica de investigación en educación en ciencias,1850-6666,['Facultad de Ciencias Exactas. Universidad Nacional del Centro de la Provincia de Buenos Aires y el Núcleo de Investigación en Educación en Ciencias y Tecnología (NIECyT)'],current,Human Sciences,"{'es': 'Publicar trabajos originales sobre Educación.', 'pt': 'Publicar trabalhos originais sobre Educação.', 'en': 'To publish original papers about Education.'}"
arg,Synthesis (La Plata),0328-1205,['Centro de Estudios Helénicos'],current,"Human Sciences, Linguistics, Letters and Arts","{'es': 'Publicar artículos originales sobre filología, filosofía y literaturas griegas.', 'pt': 'Publicar artigos originais sobre filologia, filosofia e literaturas gregas.', 'en': 'To publish original articles in philology, philosophy and Greek literature concerns.'}"
arg,Arquisur revista,2250-4206,['Universidad Nacional del Litoral'],current,Engineering,"{'es': 'ARQUISUR Revista es una publicación con arbitraje internacional de la Asociación de Escuelas y Facultades de Arquitectura Públicas de América del Sur. Nació en 2010 con el objetivo de divulgar las actividades científicas y de investigación de las instituciones integrantes de la Asociación. Cuenta con Comité Editorial, Comité Científico internacional y Dirección Editorial Técnica. ARQUISUR Revista se publica en versión electrónica con periodicidad semestral, en la segunda quincena de junio y de diciembre.  Sus idiomas oficiales son el español y el portugués e incluye un resumen en inglés. La publicación adhiere a las políticas de acceso abierto. Es gratuita para autores y lectores, indexada y arbitrada por sistema doble ciego por pares evaluadores externos. Está orientada a académicos y a un público interesado en las temáticas de la arquitectura, el urbanismo y materias afines.', 'pt': 'A publicação segue as políticas de acesso aberto. É gratuita para autores e leitores, indexada e arbitrada pelo sistema de revisão por pares duplo cego.  Está orientada a acadêmicos e a um público interessado nas temáticas da arquitetura, o urbanismo e afines.', 'en': 'The publication adheres to open access policies. It is free for authors and readers, indexed and refereed by a double-blind system by external peer reviewers. It is aimed at academics and a public interested in the topics of architecture, urban planning and related subjects.'}"
